sku_id,date,forecast
SKU0199,2025-10-12,159.5021319633846
SKU0001,2025-10-12,175.71626332275008
SKU0198,2025-10-12,0.8174158894645498
SKU0003,2025-10-12,11.200055091889672
SKU0002,2025-10-12,405.95829024214413
SKU0197,2025-10-12,423.63874175949917
SKU0166,2025-10-12,498.4270260906439
SKU0005,2025-10-12,4.397860206926196
SKU0087,2025-10-12,10.79082015837799
SKU0155,2025-10-12,74.21439162894703
SKU0088,2025-10-12,236.66152166781222
SKU0089,2025-10-12,8.303377765094085
SKU0090,2025-10-12,388.0079032428179
SKU0154,2025-10-12,263.21120109971656
SKU0091,2025-10-12,15.199042962755936
SKU0153,2025-10-12,189.08247295480004
SKU0092,2025-10-12,252.1458552778491
SKU0086,2025-10-12,32.90761639185931
SKU0152,2025-10-12,60.53054541298608
SKU0094,2025-10-12,24.67115508098083
SKU0095,2025-10-12,139.87554522092833
SKU0151,2025-10-12,46.595966553489625
SKU0096,2025-10-12,232.04196383422598
SKU0097,2025-10-12,12.420444033799557
SKU0150,2025-10-12,10.447433861858654
SKU0098,2025-10-12,49.54044495270056
SKU0099,2025-10-12,15.995854932494689
SKU0149,2025-10-12,21.930494499493513
SKU0093,2025-10-12,355.1067967812037
SKU0100,2025-10-12,0.8174158894645498
SKU0156,2025-10-12,16.196602953681698
SKU0084,2025-10-12,7.278452809051746
SKU0071,2025-10-12,50.477758163447696
SKU0163,2025-10-12,4.2119132423701116
SKU0072,2025-10-12,326.95142845568836
SKU0073,2025-10-12,140.79379856933065
SKU0162,2025-10-12,63.64919219589953
SKU0074,2025-10-12,192.72107422107533
SKU0075,2025-10-12,91.87810922435312
SKU0161,2025-10-12,287.8955286222023
SKU0076,2025-10-12,33.85263271514168
SKU0085,2025-10-12,198.85650016060737
SKU0077,2025-10-12,283.38090931679096
SKU0078,2025-10-12,203.51302413216843
SKU0079,2025-10-12,5.085994799708781
SKU0159,2025-10-12,10.079593998694119
SKU0080,2025-10-12,2.4710692383071877
SKU0081,2025-10-12,237.36737893182777
SKU0158,2025-10-12,0.8174158894645498
SKU0082,2025-10-12,30.578528630723156
SKU0083,2025-10-12,11.39602498491498
SKU0157,2025-10-12,0.8264116296838092
SKU0160,2025-10-12,297.35486313949673
